ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,BuyLaptop,Cluster
462515,Male,Yes,42,No,Doctor,5.0,Average,5.0,Yes,1
465416,Male,Yes,58,No,Engineer,3.0,High,4.0,Yes,1
467566,Male,Yes,48,No,Executive,,High,4.0,Yes,1
465651,Male,No,30,No,Engineer,1.0,Low,4.0,No,2
462097,Female,No,40,Yes,Doctor,6.0,Average,2.0,Yes,0
462772,Male,Yes,34,Yes,Healthcare,0.0,High,5.0,Yes,1
465958,Female,No,36,Yes,Artist,5.0,Low,,No,0
467495,Male,Yes,62,Yes,Artist,4.0,High,4.0,Yes,1
459751,Male,No,28,No,Marketing,0.0,Low,6.0,No,2
462645,Female,Yes,37,No,Engineer,,Average,7.0,Yes,4
460062,Male,No,29,Yes,Artist,4.0,Low,1.0,No,0
464397,Female,Yes,45,Yes,Engineer,1.0,Average,3.0,Yes,4
464167,Male,Yes,57,Yes,Executive,2.0,High,3.0,Yes,1
460713,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Yes,1
459227,Female,Yes,31,No,Engineer,9.0,Low,4.0,No,4
465822,Female,Yes,51,Yes,Engineer,1.0,Average,4.0,Yes,4
464247,Male,Yes,59,No,Engineer,0.0,Low,1.0,No,1
467038,Male,Yes,62,Yes,Lawyer,2.0,High,3.0,Yes,3
461168,Female,Yes,31,No,Engineer,4.0,Average,2.0,Yes,4
467012,Male,Yes,49,Yes,Executive,1.0,High,4.0,Yes,1
466492,Female,Yes,80,Yes,Lawyer,0.0,High,1.0,Yes,3
459512,Male,Yes,61,Yes,Lawyer,0.0,High,3.0,Yes,3
460611,Male,No,26,Yes,Healthcare,0.0,Low,3.0,No,2
459270,Male,Yes,69,Yes,Homemaker,0.0,High,2.0,Yes,3
460417,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,No,3
464599,Female,Yes,53,No,Artist,0.0,High,8.0,Yes,4
459329,Female,Yes,71,No,Engineer,1.0,High,4.0,Yes,4
464651,Female,Yes,27,No,Doctor,0.0,Average,3.0,Yes,4
466221,Male,Yes,48,Yes,Artist,4.0,Low,1.0,No,1
465156,Male,Yes,46,Yes,Artist,,Average,5.0,No,1
459053,Male,Yes,49,Yes,Executive,2.0,High,5.0,Yes,1
466654,Male,No,30,,Marketing,8.0,Low,1.0,No,0
466266,Male,Yes,48,Yes,Artist,1.0,Low,3.0,No,1
466581,Female,Yes,43,Yes,Artist,9.0,High,4.0,Yes,4
464508,Male,Yes,49,Yes,Executive,1.0,High,3.0,Yes,1
462396,Male,Yes,45,No,Doctor,,Average,2.0,Yes,1
466715,Male,Yes,69,Yes,Executive,1.0,High,5.0,Yes,1
464458,Male,No,46,Yes,Artist,1.0,Low,2.0,No,0
464455,Female,No,73,Yes,Lawyer,1.0,High,2.0,Yes,3
467832,Female,No,20,No,Healthcare,4.0,Low,,No,2
465721,Male,Yes,26,No,Entertainment,2.0,High,3.0,Yes,1
467884,Female,Yes,26,Yes,Engineer,10.0,High,6.0,Yes,4
464638,Male,No,39,Yes,Artist,2.0,Low,3.0,No,0
466982,Male,Yes,56,Yes,Artist,,Average,2.0,No,1
466396,Female,No,19,No,Healthcare,1.0,Low,5.0,No,2
463638,Female,Yes,25,No,Doctor,1.0,Average,1.0,Yes,4
462963,Male,Yes,30,Yes,Artist,0.0,Average,2.0,No,1
466168,Female,Yes,50,Yes,Executive,3.0,High,2.0,Yes,4
459848,Male,Yes,46,Yes,Artist,1.0,Average,3.0,No,1
464546,Female,Yes,38,Yes,Engineer,8.0,Low,3.0,No,4
465775,Female,No,31,Yes,Engineer,9.0,Low,3.0,No,0
464757,Female,Yes,42,No,Executive,0.0,Average,5.0,No,4
467502,Female,No,26,No,Healthcare,,Low,6.0,No,2
465009,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,No,1
462557,Male,Yes,60,No,Engineer,,Average,2.0,Yes,1
464327,Female,Yes,50,Yes,Artist,9.0,Low,2.0,No,4
465228,Male,Yes,61,Yes,Artist,0.0,High,1.0,Yes,1
459738,Male,Yes,32,Yes,Artist,1.0,Low,2.0,No,1
467271,Male,Yes,45,Yes,Artist,4.0,Average,4.0,No,1
459840,Male,Yes,60,Yes,Artist,1.0,Low,1.0,No,1
464663,Male,Yes,73,No,Executive,1.0,High,2.0,Yes,3
462848,Female,Yes,27,No,Healthcare,8.0,High,3.0,Yes,4
467324,Male,No,32,No,Doctor,5.0,Low,1.0,No,0
466208,Male,Yes,71,No,Executive,0.0,High,2.0,Yes,3
463599,Female,No,31,No,Healthcare,10.0,Low,2.0,No,2
459325,Male,Yes,26,No,Executive,9.0,High,4.0,Yes,1
459167,Female,No,42,Yes,Artist,1.0,Low,2.0,No,0
467679,Female,Yes,51,Yes,Artist,,Average,4.0,No,4
463843,Male,Yes,48,Yes,Executive,0.0,High,4.0,Yes,1
467527,Male,Yes,62,Yes,Artist,2.0,Average,4.0,No,1
461803,Female,No,33,No,Doctor,0.0,Low,4.0,No,2
461606,Male,Yes,69,Yes,Lawyer,0.0,High,3.0,Yes,3
463128,Male,Yes,76,Yes,Lawyer,0.0,High,5.0,Yes,3
466254,Male,No,40,Yes,Entertainment,0.0,Low,2.0,No,0
466023,Male,Yes,68,No,Executive,,High,3.0,Yes,3
467841,Female,No,18,No,Healthcare,2.0,Low,5.0,No,2
467286,Male,No,27,Yes,Healthcare,1.0,Low,3.0,No,2
465447,Male,Yes,52,Yes,Engineer,1.0,Average,3.0,Yes,1
465076,Male,Yes,67,Yes,Artist,0.0,High,4.0,Yes,1
464912,Male,,33,No,Doctor,,Average,1.0,Yes,1
467525,Male,No,20,No,Healthcare,0.0,Low,4.0,No,2
462450,Male,No,19,No,Healthcare,0.0,Low,,No,2
464324,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,No,3
466783,Female,No,43,Yes,Healthcare,0.0,Low,6.0,No,2
464655,Male,Yes,39,Yes,,0.0,Average,5.0,No,1
459337,Male,Yes,25,Yes,Engineer,6.0,Average,1.0,Yes,1
461247,Female,No,49,Yes,Artist,4.0,Low,1.0,No,0
467245,Female,No,38,No,Doctor,0.0,Low,1.0,No,0
467221,Female,No,20,No,Doctor,,Low,4.0,No,2
462607,Male,,38,No,Engineer,4.0,Average,2.0,Yes,1
464827,Female,Yes,46,No,Entertainment,9.0,Average,5.0,No,4
465685,Male,No,38,Yes,Healthcare,6.0,Low,2.0,No,0
467699,Female,Yes,36,Yes,Doctor,0.0,Average,3.0,Yes,4
464079,Male,Yes,38,Yes,Doctor,12.0,Average,1.0,Yes,1
459154,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Yes,3
462142,Female,No,42,Yes,Artist,,Low,1.0,No,0
463014,Male,No,53,Yes,Executive,1.0,High,2.0,Yes,1
462606,Male,Yes,36,No,Executive,4.0,High,4.0,Yes,1
459049,Male,Yes,49,Yes,Executive,2.0,High,4.0,Yes,1
463119,Female,Yes,80,Yes,Lawyer,,High,2.0,Yes,3
462266,Male,No,25,Yes,Doctor,8.0,Low,5.0,No,0
466684,Female,Yes,46,Yes,Artist,0.0,Average,2.0,No,4
461382,Male,Yes,72,No,Executive,2.0,High,2.0,Yes,3
461174,Female,No,23,No,Marketing,,Low,4.0,No,2
462146,Male,No,67,Yes,Lawyer,1.0,High,3.0,Yes,3
464589,Male,Yes,30,No,Entertainment,11.0,Low,2.0,No,1
460892,Male,Yes,44,Yes,Engineer,,Average,4.0,Yes,1
459158,Male,No,36,No,Engineer,3.0,Low,3.0,No,2
462328,Male,No,27,No,Engineer,0.0,Low,5.0,No,2
467589,Male,No,33,No,Entertainment,1.0,Low,1.0,No,2
465602,Male,Yes,33,Yes,Artist,13.0,Low,2.0,No,1
466702,Male,Yes,62,,Lawyer,0.0,Low,1.0,No,3
461162,Female,No,41,No,Marketing,9.0,Low,3.0,No,2
464958,Female,Yes,43,No,Engineer,3.0,Average,5.0,Yes,4
460017,Male,Yes,36,Yes,Artist,9.0,High,2.0,Yes,1
462321,Female,No,42,Yes,Engineer,6.0,Low,1.0,No,0
463577,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,Yes,4
467529,Male,Yes,47,Yes,Artist,,Average,2.0,No,1
464791,Male,Yes,41,No,Marketing,1.0,High,6.0,Yes,1
461297,Male,Yes,69,No,Lawyer,0.0,High,2.0,Yes,3
459744,Male,Yes,29,Yes,Artist,9.0,Average,2.0,No,1
459462,Female,Yes,69,Yes,Artist,0.0,High,2.0,Yes,4
465215,Male,Yes,43,Yes,Executive,7.0,High,6.0,Yes,1
466481,Male,No,40,Yes,Artist,2.0,Low,1.0,No,0
465402,Male,No,31,No,Healthcare,,Low,,No,2
460231,Male,Yes,59,Yes,Executive,11.0,High,3.0,Yes,1
464401,Female,Yes,66,Yes,Lawyer,4.0,Low,1.0,No,3
463109,Male,Yes,58,Yes,Executive,9.0,High,3.0,Yes,1
464089,Female,Yes,45,Yes,Artist,5.0,High,4.0,Yes,4
459245,Female,Yes,41,No,Engineer,0.0,Average,5.0,Yes,4
462613,Male,Yes,31,No,Engineer,1.0,Average,6.0,Yes,1
459476,Male,Yes,46,Yes,Artist,0.0,High,5.0,Yes,1
464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,No,1
462840,Female,No,23,No,Healthcare,9.0,Low,3.0,No,2
465796,Female,Yes,65,Yes,Artist,0.0,Average,4.0,No,4
462358,Male,No,32,No,Doctor,4.0,Average,1.0,Yes,0
461417,Female,No,37,Yes,Doctor,1.0,Low,3.0,No,0
461011,Male,Yes,56,Yes,Executive,1.0,High,3.0,Yes,1
464699,Male,No,29,No,Doctor,1.0,Low,5.0,No,2
465160,Male,Yes,59,Yes,Executive,1.0,High,4.0,Yes,1
461324,Female,No,48,Yes,Artist,4.0,Low,1.0,No,0
467623,Male,Yes,77,Yes,,0.0,High,2.0,Yes,1
467476,Male,No,32,Yes,Healthcare,1.0,Low,4.0,No,2
459732,Male,Yes,72,Yes,Executive,1.0,High,4.0,Yes,3
461408,Male,Yes,46,Yes,Marketing,1.0,Low,3.0,No,1
466088,Female,No,31,No,Healthcare,0.0,Low,7.0,No,2
465898,Female,No,37,Yes,Artist,12.0,Low,2.0,No,0
466107,Male,Yes,48,Yes,Entertainment,1.0,Average,6.0,No,1
466394,Female,Yes,42,No,Entertainment,6.0,Average,5.0,No,4
466287,Female,Yes,48,Yes,Doctor,1.0,Average,2.0,Yes,4
464856,Female,No,42,Yes,Engineer,8.0,Low,3.0,No,0
465401,Female,Yes,48,Yes,Artist,10.0,Low,2.0,No,4
466185,Male,Yes,57,Yes,Doctor,0.0,Average,4.0,Yes,1
460815,Male,Yes,55,Yes,Artist,0.0,High,2.0,Yes,1
466565,Male,Yes,29,No,Artist,6.0,Average,2.0,No,1
465298,Female,Yes,56,Yes,Doctor,0.0,Average,1.0,Yes,4
460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Yes,1
461558,Male,Yes,45,Yes,Engineer,4.0,Average,2.0,Yes,1
467558,Male,Yes,50,Yes,Doctor,0.0,Average,7.0,Yes,1
462658,Female,Yes,25,Yes,Homemaker,9.0,Average,2.0,No,4
465190,Female,Yes,46,Yes,Artist,1.0,High,4.0,Yes,4
460781,Female,Yes,32,Yes,Entertainment,1.0,High,4.0,Yes,4
460513,Male,No,27,No,Healthcare,2.0,Low,4.0,No,2
467494,Female,Yes,75,Yes,Lawyer,1.0,High,,Yes,3
465475,Female,Yes,36,Yes,Entertainment,0.0,Average,3.0,No,4
461042,Male,No,19,No,Healthcare,0.0,Low,,No,2
466980,Male,Yes,72,Yes,Lawyer,2.0,High,1.0,Yes,3
466323,Male,No,28,No,Doctor,4.0,Low,1.0,No,0
466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,No,0
462731,Female,Yes,46,Yes,Artist,3.0,High,4.0,Yes,4
464738,Female,Yes,70,No,Engineer,1.0,Average,1.0,Yes,4
459119,Male,Yes,61,Yes,Executive,9.0,High,3.0,Yes,1
466168,Female,Yes,46,Yes,Executive,0.0,High,2.0,Yes,4
462169,Female,Yes,43,Yes,Artist,2.0,High,2.0,Yes,4
461475,Female,Yes,52,No,Doctor,2.0,Average,4.0,Yes,4
466395,Female,Yes,37,Yes,Doctor,2.0,High,2.0,Yes,4
460949,Male,Yes,40,Yes,Doctor,1.0,Low,5.0,No,1
461885,Female,Yes,44,Yes,Artist,4.0,High,5.0,Yes,4
464566,Male,Yes,36,No,Executive,2.0,High,5.0,Yes,1
460652,Female,No,31,No,Homemaker,8.0,Low,1.0,No,0
462296,Female,Yes,51,Yes,Artist,0.0,High,3.0,Yes,4
460768,Female,No,32,No,Engineer,9.0,Low,4.0,No,2
466021,Male,No,87,No,Lawyer,1.0,Low,1.0,No,3
467748,Male,Yes,38,Yes,Executive,,High,4.0,Yes,1
466472,Male,No,38,Yes,Doctor,4.0,Low,1.0,No,0
467420,Male,Yes,52,Yes,Executive,0.0,High,5.0,Yes,1
459048,Female,No,18,No,Healthcare,0.0,Low,5.0,No,2
464333,Male,Yes,62,Yes,Executive,0.0,High,3.0,Yes,1
459662,Male,Yes,54,Yes,Entertainment,1.0,High,5.0,Yes,1
466138,Male,Yes,71,No,Lawyer,4.0,High,1.0,Yes,3
467411,Male,Yes,50,Yes,Artist,1.0,High,1.0,Yes,1
466635,Male,Yes,53,Yes,Artist,4.0,Average,2.0,No,1
462264,Male,Yes,45,Yes,Entertainment,0.0,Average,4.0,No,1
465199,Male,Yes,32,Yes,Entertainment,1.0,Low,2.0,No,1
466889,Male,Yes,52,Yes,Executive,0.0,High,4.0,Yes,1
461229,Female,Yes,28,Yes,Healthcare,0.0,Average,2.0,No,4
460786,Male,Yes,72,No,Lawyer,0.0,High,1.0,Yes,3
467765,Male,Yes,26,No,Entertainment,10.0,High,3.0,Yes,1
461740,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,No,3
461703,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,No,4
464249,Male,Yes,80,No,Lawyer,,High,3.0,Yes,3
467166,Female,Yes,25,No,Homemaker,8.0,Average,2.0,No,4
461760,Female,Yes,80,Yes,Artist,2.0,High,3.0,Yes,4
466164,Female,No,43,Yes,Engineer,9.0,Low,1.0,No,0
461242,Male,Yes,52,Yes,Healthcare,1.0,Low,2.0,No,1
465794,Female,No,32,No,,0.0,Low,4.0,No,2
464814,Male,Yes,53,Yes,Artist,0.0,High,7.0,Yes,1
460604,Female,Yes,46,No,Entertainment,8.0,High,1.0,Yes,4
462069,Male,Yes,36,Yes,Artist,0.0,Average,2.0,No,1
467802,Female,Yes,49,Yes,Artist,2.0,High,6.0,Yes,4
463929,Male,No,54,Yes,Doctor,11.0,Average,1.0,Yes,0
463306,Female,No,61,Yes,Engineer,1.0,High,5.0,Yes,4
467060,Male,No,39,No,Engineer,5.0,Low,2.0,No,0
464140,Male,Yes,80,Yes,Lawyer,0.0,High,1.0,Yes,3
462146,Male,Yes,71,Yes,Lawyer,2.0,High,5.0,Yes,3
461558,Male,Yes,45,Yes,Engineer,2.0,Average,2.0,Yes,1
461461,Male,Yes,36,No,Entertainment,9.0,Average,2.0,No,1
459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,No,2
464386,Male,Yes,36,No,Doctor,0.0,Average,2.0,Yes,1
466185,Male,Yes,58,No,Doctor,0.0,Average,4.0,Yes,1
461874,Male,Yes,50,Yes,Doctor,1.0,Average,4.0,Yes,1
459313,Male,Yes,42,No,Entertainment,0.0,Average,4.0,No,1
467543,Male,Yes,70,Yes,Lawyer,0.0,High,1.0,Yes,3
461521,Male,Yes,68,Yes,Artist,0.0,High,2.0,Yes,1
465095,Male,Yes,44,Yes,Executive,3.0,High,4.0,Yes,1
462853,Male,No,23,No,Healthcare,1.0,Low,2.0,No,2
464681,Female,Yes,21,No,Engineer,2.0,Average,6.0,Yes,4
463474,Male,Yes,51,No,Artist,3.0,Average,2.0,No,1
463253,Female,Yes,59,Yes,Doctor,0.0,Average,5.0,Yes,4
463358,Female,Yes,63,Yes,Doctor,6.0,Average,3.0,Yes,4
466355,Male,No,27,Yes,Healthcare,0.0,Low,2.0,No,0
465295,Female,,37,Yes,Doctor,6.0,Average,1.0,Yes,4
465812,Male,Yes,47,No,Artist,0.0,Average,5.0,No,1
467122,Male,Yes,73,No,Lawyer,0.0,High,1.0,Yes,3
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,No,4
466889,Male,Yes,50,Yes,Executive,0.0,High,4.0,Yes,1
466865,Female,No,32,No,Homemaker,9.0,Low,5.0,No,2
466637,Male,Yes,48,Yes,Artist,1.0,High,5.0,Yes,1
459651,Male,Yes,87,Yes,Lawyer,,Low,1.0,No,3
459621,Female,No,29,No,Healthcare,8.0,Low,,No,2
460346,Female,Yes,40,Yes,Artist,12.0,Average,,No,4
463619,Male,Yes,71,No,Executive,2.0,High,2.0,Yes,3
463491,Male,Yes,27,Yes,Doctor,9.0,Average,3.0,Yes,1
467811,Male,Yes,72,Yes,Lawyer,1.0,Low,1.0,No,3
459816,Male,Yes,37,Yes,Doctor,,Low,2.0,No,1
459236,Male,Yes,80,No,Lawyer,1.0,High,1.0,Yes,3
465178,Female,Yes,80,Yes,Lawyer,1.0,High,3.0,Yes,3
462764,Male,No,18,No,Healthcare,,Low,4.0,No,2
466875,Female,No,36,Yes,Marketing,0.0,Low,2.0,No,0
464361,Male,Yes,50,Yes,Artist,1.0,Average,2.0,No,1
462431,Male,No,32,No,Entertainment,9.0,Low,4.0,No,2
463972,Male,Yes,66,Yes,Artist,0.0,Low,4.0,No,1
467674,Male,Yes,40,Yes,Artist,0.0,Average,2.0,No,1
462530,Male,Yes,42,Yes,Artist,,High,3.0,Yes,1
466973,Female,Yes,63,Yes,Marketing,2.0,Low,1.0,No,3
466022,Female,No,69,No,Engineer,,High,2.0,Yes,3
463595,Female,No,32,No,Healthcare,1.0,Low,5.0,No,2
462068,Male,Yes,59,Yes,Executive,0.0,High,4.0,Yes,1
465043,Male,Yes,43,Yes,Doctor,9.0,Average,5.0,Yes,1
464793,Female,Yes,24,No,Marketing,8.0,High,2.0,Yes,4
467751,Male,Yes,48,Yes,Artist,1.0,Average,3.0,No,1
465539,Female,Yes,48,Yes,Artist,1.0,High,6.0,Yes,4
462719,Female,Yes,53,Yes,Artist,0.0,High,5.0,Yes,4
465471,Male,Yes,43,Yes,Artist,0.0,Low,1.0,No,1
467736,Female,No,75,No,Lawyer,5.0,High,,Yes,3
461044,Male,No,21,No,Healthcare,1.0,Low,5.0,No,2
465470,Female,Yes,61,No,Engineer,1.0,Average,2.0,Yes,4
463940,Female,No,26,No,Healthcare,1.0,Low,8.0,No,2
464350,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Yes,3
460972,Male,Yes,42,Yes,Artist,14.0,Low,2.0,No,1
463687,Female,No,31,No,Healthcare,0.0,Low,5.0,No,2
461373,Male,No,53,Yes,Artist,1.0,Low,1.0,No,0
467057,Female,No,50,No,Entertainment,8.0,Low,2.0,No,0
459641,Female,Yes,58,Yes,Artist,4.0,Average,5.0,No,4
461386,Female,Yes,82,No,Lawyer,0.0,High,2.0,Yes,3
463034,Female,No,27,Yes,Homemaker,9.0,Low,1.0,No,0
463199,Female,Yes,52,Yes,Artist,1.0,Low,3.0,No,4
460317,Male,No,32,No,Doctor,10.0,Low,2.0,No,0
464077,Female,No,61,Yes,Artist,6.0,High,2.0,Yes,0
460381,Male,No,28,Yes,Artist,13.0,Low,2.0,No,0
462225,Male,Yes,53,No,Engineer,1.0,Average,9.0,Yes,1
460485,Female,No,18,No,Marketing,9.0,Low,5.0,No,2
461221,Female,No,30,No,Marketing,1.0,Low,4.0,No,2
462927,Female,No,26,No,Homemaker,9.0,Low,2.0,No,2
462301,Female,No,27,No,,12.0,Low,3.0,No,0
462814,Female,Yes,25,Yes,Engineer,10.0,Average,1.0,Yes,4
466114,Male,Yes,52,Yes,Entertainment,1.0,Average,5.0,No,1
466011,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Yes,3
461682,Male,Yes,75,No,Executive,1.0,High,2.0,Yes,3
462433,Female,Yes,28,Yes,Doctor,2.0,Average,2.0,Yes,4
464904,Female,Yes,33,No,Engineer,10.0,Average,2.0,Yes,4
459654,Male,Yes,51,Yes,Artist,5.0,Average,3.0,No,1
463094,Male,Yes,44,Yes,Engineer,12.0,Average,3.0,Yes,1
462224,Female,Yes,63,No,Engineer,4.0,Average,8.0,Yes,4
465266,Male,Yes,49,Yes,Entertainment,0.0,Average,5.0,No,1
464765,Male,Yes,52,Yes,Engineer,7.0,Average,6.0,Yes,1
466541,Male,No,41,Yes,Entertainment,1.0,Low,4.0,No,0
463730,Male,No,20,No,,2.0,Low,2.0,No,2
459660,Female,No,22,No,Healthcare,2.0,Low,6.0,No,2
465596,Female,,39,Yes,Healthcare,8.0,High,1.0,Yes,4
467583,Male,Yes,47,Yes,Executive,9.0,Low,,No,1
465229,Male,Yes,43,Yes,Executive,0.0,High,3.0,Yes,1
465073,Male,Yes,69,No,Executive,1.0,High,2.0,Yes,3
464998,Male,Yes,57,Yes,Artist,3.0,High,1.0,Yes,1
465101,Female,Yes,88,Yes,Lawyer,1.0,Low,1.0,No,3
463333,Female,No,18,No,Healthcare,0.0,Low,3.0,No,2
466520,Male,,56,,Engineer,4.0,Average,2.0,Yes,1
462311,Male,Yes,56,Yes,Executive,,High,9.0,Yes,1
462725,Male,Yes,80,Yes,Lawyer,1.0,High,1.0,Yes,3
460052,Female,No,81,Yes,Lawyer,1.0,Low,1.0,No,3
464420,Female,Yes,60,No,Artist,9.0,High,1.0,Yes,4
466213,Male,No,23,No,Healthcare,4.0,Low,5.0,No,2
465540,Female,Yes,33,No,Engineer,,High,3.0,Yes,4
467493,Male,Yes,47,Yes,Executive,1.0,High,4.0,Yes,1
460713,Male,Yes,49,Yes,Doctor,0.0,Average,3.0,Yes,1
466340,Male,No,19,No,Healthcare,1.0,Low,3.0,No,2
467699,Female,Yes,34,Yes,Doctor,0.0,Average,2.0,Yes,4
461325,Male,No,61,Yes,Entertainment,1.0,Low,3.0,No,0
462172,Male,Yes,40,Yes,Doctor,0.0,Average,2.0,Yes,1
463254,Female,Yes,37,No,Executive,0.0,High,2.0,Yes,4
459683,Female,Yes,61,Yes,Engineer,0.0,Average,4.0,Yes,4
467571,Male,No,23,No,Marketing,0.0,Low,,No,2
460556,Female,Yes,38,Yes,,1.0,Low,1.0,No,4
461987,Female,Yes,44,No,Engineer,0.0,Average,2.0,Yes,4
463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,No,1
461096,Female,No,33,No,Engineer,9.0,Low,4.0,No,2
463507,Male,Yes,49,No,Artist,1.0,Low,1.0,No,1
463521,Male,Yes,45,Yes,Executive,1.0,High,4.0,Yes,1
465690,Female,Yes,49,No,Healthcare,,Average,2.0,No,4
459099,Male,Yes,32,Yes,Doctor,6.0,Average,3.0,Yes,1
467235,Female,No,31,Yes,Artist,0.0,Low,2.0,No,0
464345,Female,Yes,53,Yes,Artist,2.0,High,3.0,Yes,4
465730,Male,Yes,43,Yes,Executive,6.0,High,3.0,Yes,1
464386,Male,Yes,40,No,Doctor,2.0,Average,4.0,Yes,1
465349,Female,No,45,Yes,Artist,0.0,High,4.0,Yes,4
464772,Female,Yes,43,No,Engineer,9.0,Average,4.0,Yes,4
462440,Female,No,23,No,Healthcare,9.0,Low,4.0,No,2
466823,Male,Yes,40,Yes,Artist,1.0,Low,2.0,No,1
459066,Male,Yes,47,Yes,Executive,8.0,High,4.0,Yes,1
463553,Male,No,27,Yes,Artist,9.0,Low,2.0,No,0
463748,Male,No,20,No,Healthcare,1.0,Low,3.0,No,2
460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,No,1
463505,Male,No,31,Yes,Healthcare,,Low,1.0,No,0
462530,Female,Yes,42,Yes,Artist,,High,1.0,Yes,4
464457,Female,No,53,Yes,Artist,9.0,Low,1.0,No,0
464493,Female,Yes,65,Yes,Lawyer,4.0,Average,3.0,Yes,3
460698,Female,Yes,66,No,Artist,,Average,2.0,No,4
465416,Male,Yes,50,No,Engineer,0.0,High,3.0,Yes,1
464810,Female,No,27,No,Engineer,1.0,Low,1.0,No,0
467748,Male,Yes,33,Yes,Executive,,High,3.0,Yes,1
464250,Male,Yes,57,Yes,Executive,4.0,High,2.0,Yes,1
466944,Male,Yes,47,No,Entertainment,1.0,Low,1.0,No,1
465625,Male,No,42,Yes,Artist,11.0,Low,2.0,No,0
466408,Male,Yes,76,Yes,Lawyer,1.0,Low,2.0,No,3
467389,Male,No,43,No,Engineer,1.0,Low,,No,2
459769,Male,No,42,Yes,Marketing,1.0,Low,,No,2
461687,Female,Yes,77,Yes,Artist,1.0,High,2.0,Yes,4
467653,Male,Yes,54,No,Lawyer,2.0,High,3.0,Yes,3
460904,Female,No,35,No,Entertainment,1.0,Low,1.0,No,0
460536,Male,No,33,No,Engineer,2.0,Low,4.0,No,2
465437,Male,Yes,47,Yes,Executive,1.0,High,4.0,Yes,1
462772,Female,Yes,40,Yes,Healthcare,1.0,High,5.0,Yes,4
460024,Female,Yes,43,Yes,Entertainment,8.0,Low,1.0,No,4
463048,Male,Yes,51,Yes,Homemaker,,High,4.0,Yes,1
463708,Female,Yes,23,No,Engineer,0.0,Average,2.0,Yes,4
463443,Male,Yes,50,Yes,Artist,1.0,Average,4.0,No,1
461038,Female,Yes,49,Yes,Engineer,1.0,High,5.0,Yes,4
464089,Female,No,40,No,Artist,4.0,High,4.0,Yes,4
467785,Male,Yes,43,No,Artist,1.0,Low,2.0,No,1
467411,Male,Yes,54,Yes,Artist,0.0,High,2.0,Yes,1
467770,Female,Yes,53,Yes,Artist,7.0,High,3.0,Yes,4
464727,Male,Yes,38,Yes,Engineer,1.0,Average,4.0,Yes,1
461528,Female,No,33,Yes,Engineer,1.0,Low,2.0,No,0
466210,Female,Yes,61,Yes,Artist,0.0,High,3.0,Yes,4
467516,Female,Yes,27,No,Artist,0.0,High,4.0,Yes,4
465184,Female,Yes,46,No,Engineer,1.0,Average,5.0,Yes,4
465395,Female,Yes,43,No,Engineer,2.0,Average,4.0,Yes,4
467151,Male,No,37,No,Entertainment,,Low,1.0,No,2
460265,Female,Yes,57,Yes,Executive,1.0,High,5.0,Yes,4
466161,Male,Yes,46,No,Artist,0.0,Average,,No,1
462430,Male,Yes,47,Yes,Executive,1.0,High,3.0,Yes,1
459028,Male,Yes,54,Yes,Executive,2.0,High,4.0,Yes,1
460781,Female,Yes,35,No,Entertainment,3.0,High,3.0,Yes,4
464165,Female,No,55,No,Entertainment,3.0,Low,1.0,No,0
459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,No,4
467636,Male,Yes,42,Yes,Doctor,3.0,Average,1.0,Yes,1
464306,Male,No,29,Yes,Artist,3.0,Low,1.0,No,0
461723,Male,No,26,Yes,Healthcare,8.0,Low,2.0,No,0
459030,Male,Yes,44,No,Executive,4.0,High,6.0,Yes,1
461789,Male,Yes,72,Yes,Executive,0.0,High,2.0,Yes,3
459696,Male,Yes,43,Yes,Engineer,0.0,Average,2.0,Yes,1
462032,Female,Yes,69,Yes,Artist,0.0,Low,2.0,No,4
467212,Female,No,28,Yes,Doctor,1.0,Low,3.0,No,0
460230,Male,No,28,Yes,Healthcare,1.0,Low,4.0,No,2
459230,Male,Yes,47,Yes,Artist,5.0,High,4.0,Yes,1
465620,Male,No,37,Yes,Artist,8.0,Low,3.0,No,0
465527,Female,No,26,No,Entertainment,6.0,Low,8.0,No,2
460002,Female,Yes,58,Yes,Doctor,5.0,Average,3.0,Yes,4
466951,Female,Yes,56,Yes,Artist,1.0,High,4.0,Yes,4
464156,Male,Yes,62,Yes,Artist,10.0,Low,1.0,No,1
